NodeID4,Worklflow_Node,Unit_Node1_1,Unit_Node1_2,Unit_Node1_3,Unit_Node1_4,Unit_Node1_5,Unit_Node1_6,Unit_Node1_7,Unit_Node1_8,IC
fd373,Capacity Building for AML/CFT Agencies,Domestic Coordination Mechanisms,Training and Capacity Building for Agencies,,,,,,,0
fe011,Airworthiness Directive Drafting and Issuance,Review and Coordination Process,Drafting Airworthiness Directives (ADs),,,,,,,0
fe012,Emergency Directives Management,Publication and Distribution of ADs,Emergency AD Issuance,,,,,,,0
fe013,Compliance and Training Support,Review and Coordination Process,Training for AD Compliance,,,,,,,0
fe021,Procurement Policy Implementation Framework,Contract Clauses Development,Procurement Planning,,,,,,,0
fe022,Risk Management and Mitigation,Stakeholder Engagement,Risk Assessment and Mitigation,,,,,,,0
fe023,Contract Oversight and Compliance,Training and Capacity Building,Contract Administration,,,,,,,0
fe031,Airship Operations Framework,Envelope Pressure Control System,Gas Release System,,,,,,,0
fe032,Emergency Handling Procedures,Gas Release System,Air System Adjustments,,,,,,,0
fe033,Pilot Control and Monitoring,Flight Characteristics Assessment,Major Controls Overview,,,,,,,0
fe041,Aerodynamic Efficiency and Resistance Management,Streamline Design Optimization,Fluid Resistance Analysis,,,,,,,0
fe042,Stability and Structural Integrity,Aerodynamic Stability Evaluation,Stress Analysis for Maximum Load Conditions,,,,,,,0
fe043,Power and Performance Optimization,Training and Operational Procedures,Power Requirements Assessment,,,,,,,0
fe051,Flight Training Framework,Role of the Flight Instructor,Primary and Intermediate Flight Training,,,,,,,0
fe052,Regulatory and Certification Standards,Airman Certification Standards (ACS) and Practical Test Standards (PTS),Role of the FAA,,,,,,,0
fe053,Operational Practices and Risk Management,Use of Checklists,Stall Awareness and Recovery,,,,,,,0
fe061,Aircraft Preparation and Safety,Preflight Assessment of the Aircraft,Risk Management and Mitigation,,,,,,,0
fe062,Operational Procedures for Flight,"Follow manufacturer guidelines for starting procedures, including monitoring oil pressure, securing the area, and ensuring proper throttle settings.",Taxiing,,,,,,,0
fe063,Flight Safety and Post-Landing,After-Landing Procedures,Before-Takeoff Check,,,,,,,0
fe071,Fundamental Flight Maneuvers,Turns,Straight-and-Level Flight,,,,,,,0
fe072,Advanced Flight Techniques,Climbs and Climbing Turns,Descents and Descending Turns,,,,,,,0
fe073,Combined Maneuvers for Precision,Turns,Straight-and-Level Flight,,,,,,,0
fe081,Basics of Energy Management,Energy State Management,Throttle-Elevator Coordination,,,,,,,0
fe082,Risk Mitigation During Flight,Preventing Irreversible Deceleration and Sink Rates,Managing Energy Errors,,,,,,,0
fe083,Advanced Energy Management Techniques,Specific Excess Power (PS) Utilization,Scenario-Based Energy Recovery,,,,,,,0
fe091,Upset Prevention Fundamentals,Spatial Disorientation Mitigation,Upset Prevention and Recovery Training (UPRT),,,,,,,0
fe092,Advanced In-Flight Maneuvering,Energy Management During Maneuvers,Stall Recognition and Recovery,,,,,,,0
fe093,Risk Mitigation in Flight Operations,Spatial Disorientation Mitigation,Energy Management During Maneuvers,,,,,,,0
fe101,Normal Takeoff Procedures,Lift-Off,Takeoff Roll,,,,,,,0
fe102,Crosswind Takeoff Techniques,Lift-Off,Crosswind Takeoff,,,,,,,0
fe103,Short-Field and Soft-Field Takeoff Procedures,Ground Effect on Takeoff,Takeoff Roll,,,,,,,0
fe111,Fundamentals of Ground Reference Maneuvers,Ground Reference Awareness,Wind Drift Correction,,,,,,,0
fe112,Traffic Pattern Simulation,Wind Drift Correction,Rectangular Course Maneuvers,,,,,,,0
fe113,Advanced Ground Reference Techniques,Constant Radius Turns,Turns Around a Point,,,,,,,0
fe121,Standard Rectangular Traffic Pattern,Base Leg,Downwind Leg,,,,,,,0
fe122,Non-Towered Airport Entry Techniques,Upwind Leg,Crosswind Leg,,,,,,,0
fe123,Advanced Traffic Flow Management,Base Leg,Final Approach Leg,,,,,,,0
fe131,Normal Approach and Landing,Base Leg,Final Approach,,,,,,,0
fe132,Crosswind Approach and Landing,Final Approach,Base Leg,,,,,,,0
fe133,Short-Field Approach and Landing,Base Leg,Final Approach,,,,,,,0
fe141,Performance Maneuvers for Altitude and Heading Control,Steep Turns,Steep Spiral,,,,,,,0
fe142,Maximum Performance Climbs and Turns,Lazy Eight,Chandelle,,,,,,,0
fe143,Advanced Pilot Proficiency Maneuvers,Steep Spiral,Lazy Eight,,,,,,,0
fe151,Night Flight Basics,Preflight Preparation for Night Flights,Night Vision Adaptation,,,,,,,0
fe152,Night Flight Operations,Takeoff and Initial Climb at Night,Approaches and Landings at Night,,,,,,,0
fe153,Night Emergency Preparedness,Night Vision Adaptation,Emergency Procedures During Night Operations,,,,,,,0
fe161,Transition to Complex Airplanes,Controllable-Pitch Propeller Mechanics,Landing Gear Operation and Safety,,,,,,,0
fe162,High-Performance Airplane Transition,Controllable-Pitch Propeller Mechanics,Landing Gear Operation and Safety,,,,,,,0
fe163,Aerodynamic Enhancements and Safety,Use of Flaps for Lift Adjustment,Landing Gear Operation and Safety,,,,,,,0
fe171,Multiengine Operational Systems,Yaw Damper,Eive Flight Principles,,,,,,,0
fe172,Flight Maneuvers,Yaw Damper,Go-Around Maneuver,,,,,,,0
fe181,Tailwheel Airplane Ground Operations,Ground Loop Avoidance,Directional Control During Taxi,,,,,,,0
fe182,Tailwheel Takeoff Techniques,Directional Control During Taxi,Normal Takeoff Roll,,,,,,,0
fe183,Tailwheel Landing Techniques,Crosswind Landing Techniques,Three-Point Landing,,,,,,,0
fe191,Transition to Turboprop Operations,Fuel Crossfeed,Feathering Propellers,,,,,,,0
fe192,Advanced Turboprop Maneuvers,Fuel Crossfeed,Feathering Propellers,,,,,,,0
fe201,Jet Airplane Operations,Thrust Reversers,Spoilers,,,,,,,0
fe202,Landing Procedures,Thrust Reversers,Ground Spoiler Deployment,,,,,,,0
fe211,Transition Training for LSAs,Preflight Inspection,Short-Field Takeoff,,,,,,,0
fe212,Advanced LSA Operations,Preflight Inspection,Crosswind Landing,,,,,,,0
fe213,LSA Emergency Procedures,Emergency Approach and Landing,Crosswind Landing,,,,,,,0
fe221,Emergency Landings,Emergency Landing,Psychological Hazards,,,,,,,0
fe222,Engine Failure Management,Emergency Descent,Engine Failure After Takeoff,,,,,,,0
fe223,Flight System Malfunctions,Basic Safety Concepts,Terrain Selection,,,,,,,0
ff011,Labeling Requirements for Domestic Spirits,Brand Name Placement,Alcohol Content Labeling,,,,,,,0
ff012,Labeling Requirements for Imported Spirits,Country of Origin Specification,Brand Name Placement,,,,,,,0
ff013,Disclosure and Miscellaneous Information,Net Contents Disclosure,Presence of Coloring Materials,,,,,,,0
ff021,Labeling Specifications for Mandatory Information,Legibility Requirements,Type Size for Mandatory Information,,,,,,,0
ff022,Specific Labeling for Additional Disclosures,Health Warning Statement,Saccharin Disclosure,,,,,,,0
ff023,Combination of Mandatory and Nonmandatory Information,Type Size for Mandatory Information,Sulfite Declaration,,,,,,,0
ff031,Type and Legibility Standards,Type Size for Mandatory Information,Legibility Requirements,,,,,,,0
ff032,Health Warning Statements,Type Size for Mandatory Information,Health Warning Statement,,,,,,,0
ff033,Combined Labeling Compliance,Legibility Requirements,Type Size for Mandatory Information,,,,,,,0
ff041,Classification and Standards for Distilled Spirits,Class and Type Designation,Neutral Spirits or Alcohol,,,,,,,0
ff042,Labeling and Marketing Compliance,Class and Type Designation,Flavor Labeling Requirements,,,,,,,0
ff043,Production Standards for Distilled Spirits,Straight Bourbon Whiskey,Neutral Spirits or Alcohol,,,,,,,0
ff051,Domestic Distilled Spirits Labeling,Principal Place of Business,Conditions for Address Usage,,,,,,,0
ff052,Imported Distilled Spirits Labeling,Conditions for Address Usage,Principal Place of Business,,,,,,,0
ff053,Contract Bottling Procedures,Label Name and Address Statement,Contract Bottling Requirements,,,,,,,0
ff061,Current Standards of Fill,Net Contents Statement,Standards of Fill,,,,,,,0
ff063,Documentation Compliance,Documentation Requirements,Net Contents Statement,,,,,,,0
ff071,Harmless Additives in Distilled Spirits,Flavoring Materials,Harmless Coloring Materials,,,,,,,0
ff072,Labeling and Regulatory Compliance,Flavoring Materials,Label Disclosure Requirements,,,,,,,0
ff073,Standards for Specialty Spirits,Flavoring Materials,Harmless Coloring Materials,,,,,,,0
ff081,Statements of Age,Specific Age Statement,Statement of Age,,,,,,,0
ff082,Label Requirements for Whiskies,Distillation Date,Miscellaneous Age Reference,,,,,,,0
ff091,General Container Features,Materials for Containers,Design of the Container,,,,,,,0
ff092,Standard Containers,Standard Container Criteria,Maximum Container Capacity,,,,,,,0
ff093,Non-Standard Containers,Maximum Container Capacity,Non-Standard Containers,,,,,,,0
fg011,Helping Students Cope with Anxiety,Anxiety Management Strategies,Guidance Counsellor Role,,,,,,,0
fg012,Supporting Emotional Well-being in Schools,Guidance Counsellor Role,Biological Basis of Anxiety,,,,,,,0
fg013,Promoting Anxiety Awareness,Biological Basis of Anxiety,Anxiety Management Strategies,,,,,,,0
fg021,Ultra-Processed Foods and Public Health,Ultra-Processed Food Risks,Dietary Experiments,,,,,,,0
fg022,The Role of Guidance Counsellors,Mental Health Framework,Guidance Counsellor Role,,,,,,,0
fg023,Mental Health in Further Education and Training (FET),Guidance Counsellor Role,Mental Health Framework,,,,,,,0
fg031,Emotional Reactions to Suicide,Emotional Impact of Suicide,Group Counselling Benefits,,,,,,,0
fg032,Suicide Postvention in Schools,Suicide Postvention Strategies,Guidance Counsellor Role,,,,,,,0
fg033,Group Counselling Framework,Group Counselling Benefits,Addressing Competitive Grief,,,,,,,0
fg041,Addressing Mental Health in Schools,Guidance Counsellor Role,Mental Health Framework in Schools,,,,,,,0
fg042,The Role of Art Therapy,Trauma and Healing Through Art,Art Therapy Benefits,,,,,,,0
fg043,Combating the Exploitation of Passion,Recognizing Exploitation in Passion-Based Careers,Guidance Counsellor Role,,,,,,,0
fg051,Addressing Bullying in Schools,Bullying Interventions,Guidance Counsellor Role,,,,,,,0
fg052,Emotional Intelligence and Adolescent Development,Emotional Intelligence Development,Guidance Counsellor Role,,,,,,,0
fg053,Letting Go of Lifelong Dreams,Goal Adjustment Capacity,Guidance Counsellor Role,,,,,,,0
fg061,Addressing Racism and Promoting Inclusivity,Impact of Racism and Xenophobia,Anti-Racism Education,,,,,,,0
fg062,Health Risks and Educational Approaches to Food Awareness,Guidance Counsellor Role,Ultra-Processed Food Risks,,,,,,,0
fg063,Strategies for Student Support and Well-Being,Guidance Counsellor Role,Anti-Racism Education,,,,,,,0
fg071,Addressing Racism and Promoting Inclusivity,Impact of Racism and Xenophobia,Anti-Racism Education,,,,,,,0
fg072,Promoting Mental Health Through Exercise,Exercise Benefits for Mental Health,Irish Life Health Schoolsï¼?Fitness Challenge,,,,,,,0
fg073,Enhancing Student Assessment Systems,Teacher-Driven Continuous Assessment,Teacher Assessment Validity,,,,,,,0
fg081,Promoting Student Mental Health and Well-Being,Self-Esteem and Academic Performance,Guidance Counsellor Role,,,,,,,0
fg082,The Role of Music in Emotional and Cognitive Development,Music Therapy in Schools,Impact of Music on Memory,,,,,,,0
fg083,Addressing Literacy Challenges in Schools,Dyslexia and Literacy Challenges,Guidance Counsellor Role,,,,,,,0
fg091,Enhancing Career Guidance and Decision Making,Guidance Counsellor Role,Self-Awareness in Career Decision Making,,,,,,,0
fg092,Promoting Inclusivity and Combating Racism,Guidance Counsellor Role,Impact of Racism and Social Exclusion,,,,,,,0
fg093,Building Emotional Resilience,Emotional Intelligence Development,Guidance Counsellor Role,,,,,,,0
fg101,Enhancing Educational Guidance,Guidance Counsellor Role,Growth Mindset and Learning,,,,,,,0
fg102,Addressing Digital Challenges,Guidance Counsellor Role,Digital Hoaxes and Critical Thinking,,,,,,,0
fg103,Promoting Inclusivity and Social Equity,Impact of Racism and Social Cohesion,Guidance Counsellor Role,,,,,,,0
fg111,Supporting Student Progression,Mentoring Programs,Guidance Counsellor Rol,,,,,,,0
fg112,Combating Educational Inequality,Mentoring Programs,Guidance Counsellor Rol,,,,,,,0
fg113,Building College-Going Cultures,Mentoring Programs,Pathways to College,,,,,,,0
fh011,Managing Pandemic-Induced Disruptions,Health and Safety Measures,Force Majeure/Exceptional Event (FM/EE) Provisions,,,,,,,0
fh012,Addressing Supply Chain Challenges,Cost Adjustments,Force Majeure/Exceptional Event (FM/EE) Provisions,,,,,,,0
fh013,Coping with War-Induced Challenges,Force Majeure/Exceptional Event (FM/EE) Provisions,Changes in Laws,,,,,,,0
fh021,Managing Pandemic-Induced Disruptions,Changes in Legislation,Exceptional Event Provisions,,,,,,,0
fh022,Responding to Supply Chain Challenges,Changes in Legislation,Exceptional Event Provisions,,,,,,,0
fh023,Addressing Prolonged Project Delays,Termination of Agreement,Suspension of Services,,,,,,,0
fh032,Addressing Supply Chain Interruptions,Force Majeure/Exceptional Event (FM/EE) Provisions,Extension of Time (EOT),,,,,,,0
fh033,Resolving Contractual Disputes,Force Majeure/Exceptional Event (FM/EE) Provisions,Contractual Claims and Disputes,,,,,,,0
fh041,Managing Communication During Remote Work,Backup Communication Networks,Loss of Communication Channels,,,,,,,0
fh042,Ensuring Safety with PPE,Stockpile Management,Problems with PPE,,,,,,,0
fh043,Emergency Response on Site,Evacuation Planning,Emergency Attendance and Response,,,,,,,0
fh044,Managing On-Site Risks,Problems with PPE,Loss of Communication Channels,,,,,,,0
fi011,General Cyber Risk Management,Functional Elements of Cyber Risk Management,Cyber Risk Management Framework,,,,,,,0
fi012,Protecting Critical Systems,Cyber Risk Management Framework,Functional Elements of Cyber Risk Management,,,,,,,0
fi013,Responding to Cyber Incidents,Incident Detection and Reporting,Functional Elements of Cyber Risk Management,,,,,,,0
fi014,Ensuring Regulatory Compliance,Guidance on Maritime Cyber Security,International Standards Application,,,,,,,0
fi021,General Drug Prevention,Drug Smuggling Prevention Framework,ISPS Code Alignment,,,,,,,0
fi022,Port Security Enhancements,Drug Smuggling Prevention Framework,ISPS Code Alignment,,,,,,,0
fi023,Legal and Regulatory Actions,ISPS Code Alignment,International Collaboration Measures,,,,,,,0
fi024,Inter-agency Coordination,Drug Smuggling Prevention Framework,International Collaboration Measures,,,,,,,0
fi031,General Maritime Security Management,Contact Details Update Protocol,National Point of Contact for Maritime Security,,,,,,,0
fi032,Access to Maritime Security Module,National Point of Contact for Maritime Security,IMO Web Accounts Integration,,,,,,,0
fi033,Information Management System,Contact Details Update Protocol,IMO Web Accounts Integration,,,,,,,0
fi041,Port Facility Personnel Without Security Duties,Security-Related Familiarization Training,Competence Evaluation Protocols,,,,,,,0
fi042,Port Facility Personnel With Security Duties,Security-Related Familiarization Training,Competence Evaluation Protocols,,,,,,,0
fi043,Alternative Methods for Demonstrating Competency,Evidence of Prior Experience,IMDG Code Awareness,,,,,,,0
fi051,Port Facility Operations,Port Facility Security Plan (PFSP) Compliance,Shore Leave Facilitation Procedures,,,,,,,0
fi052,Security Oversight and Human Rights,Shore Leave Facilitation Procedures,Human Element Consideration in Security Implementation,,,,,,,0
fi053,National Oversight,Port Facility Security Plan (PFSP) Compliance,Human Element Consideration in Security Implementation,,,,,,,0
fi061,General Submission Requirements,Submission of Security-Related Information,Standard Data Set of Security-Related Information,,,,,,,0
fi062,Additional Port-Specific Requirements,Validation of Submitted Information,Submission of Security-Related Information,,,,,,,0
fi063,Regulatory Oversight,Validation of Submitted Information,Standard Data Set of Security-Related Information,,,,,,,0
fi071,Security Guidelines for Non-SOLAS Passenger Vessels,Securing External Areas,Vessel Searching,,,,,,,0
fi072,Security Guidelines for Commercial Non-Passenger Vessels,Securing External Areas,Vessel Searching,,,,,,,0
fi073,Security Measures for Small Commercial Vessels,Maintaining Security Awareness,Use of Risk Assessment Tools,,,,,,,0
fi081,Security Training for Shipboard Personnel Without Designated Security Duties,Security Awareness Training,Familiarization with Reporting Security Incidents,,,,,,,0
fi082,Security Training for Shipboard Personnel With Designated Security Duties,Familiarization with Reporting Security Incidents,Advanced Security Training for Designated Duties,,,,,,,0
fi083,Alternative Methods for Demonstrating Competency,Seagoing Service Equivalence,Familiarization with Reporting Security Incidents,,,,,,,0
fi091,General Trade Facilitation,SAFE Framework of Standards,Customs-to-Business Pillar,,,,,,,0
fi092,Port and Supply Chain Security,Risk-Based Cargo Security Strategy,SAFE Framework of Standards,,,,,,,0
fi093,Risk-Based Cargo Management,Risk-Based Cargo Security Strategy,Customs-to-Business Pillar,,,,,,,0
fi101,Shipborne LRIT Operations,LRIT Information Transmission Adjustment,Real-Time Reporting of LRIT Information,,,,,,,0
fi102,Administrative Adjustments,LRIT Information Transmission Adjustment,Archiving LRIT Data Distribution Plan,,,,,,,0
fi103,Data Centre Management,Archiving LRIT Data Distribution Plan,LRIT Journal Maintenance and Transmission,,,,,,,0
fi104,International Data Exchange Coordination,Consolidation of Journal Data,LRIT Journal Maintenance and Transmission,,,,,,,0
fi111,Ship Operations,Access Control,Security Level Coordination,,,,,,,0
fi112,Company Operations,Documentation Audits,Company Security Officer Training,,,,,,,0
fi113,Port Facility Security,Surveillance Systems,Security Level Coordination,,,,,,,0
fi114,Compliance Monitoring,Certification Updates,Documentation Audits,,,,,,,0
fi121,Organizational Contact Management,Authentication Header Management,SubmitOrganizationalContacts,,,,,,,0
fi122,Port Facility Updates,SubmitPortFacilities,SubmitOrganizationalContacts,,,,,,,0
fi123,Alternative Security Arrangements,SubmitPortFacilities,GetPortFacilities,,,,,,,0
fi124,Data Retrieval,GetPortFacilities,GetOrganizationalContacts,,,,,,,0
fi131,Review and Revision of Instruments,Review of Existing Measures,Collaboration with International Organizations,,,,,,,0
fi132,Maritime Safety and Facilitation,Strengthening Port Security Measures,Review of Existing Measures,,,,,,,0
fi133,Government Action and Implementation,Encouraging Government Participation,Providing Legislative Assistance,,,,,,,0
fi134,Port Area Security Enhancement,Risk Assessment of Port Facilities,Strengthening Port Security Measures,,,,,,,0
fi141,Security-Related Training Requirements,Training for Ship Security Officers (SSO),Training for Seafarers with Designated Security Duties,,,,,,,0
fi142,Certification Clarifications,Training for Ship Security Officers (SSO),Certification for Security Awareness,,,,,,,0
fi143,Port State Control Guidance,Training for Seafarers with Designated Security Duties,Certification for Security Awareness,,,,,,,0
fi151,Security Certification Enforcement,Transitional Provisions Review,Certification Compliance Monitoring,,,,,,,0
fi152,Temporary Compliance Measures,Certification Compliance Monitoring,Implementation of ISPS Code Section 13,,,,,,,0
fi153,Guidance for Recognized Organizations,Training Accessibility Measures,Implementation of ISPS Code Section 13,,,,,,,0
fi161,Port Facility Security Measures,Prevent Unauthorized Access,Regular Inspection of Cargo Areas,,,,,,,0
fi162,Shipboard Security Operations,Prevent Unauthorized Access,Implementation of ISPS Code Measures,,,,,,,0
fi163,Stowaway Incident Resolution,Cooperation with Authorities,Stowaway Incident Resolution,,,,,,,0
fi171,Incident Reporting Framework,Report Stowaway Incidents,Use of Standardized Reporting Format,,,,,,,0
fi172,Stowaway Case Monitoring,Coordination with Member Governments,Report Stowaway Incidents,,,,,,,0
fi173,Prevention and Compliance,Implementation of Guidelines,Coordination with Member Governments,,,,,,,0
fi181,Guidelines Review and Revision,Revise the Guidelines on Stowaway Incidents,Avoid Duplication with ISPS Code,,,,,,,0
fi182,Member State Responsibilities,Compliance with FAL Provisions,Revise the Guidelines on Stowaway Incidents,,,,,,,0
fi183,Maritime Security Standards,Compliance with FAL Provisions,Cooperation Between Facilitation and Maritime Safety Committees,,,,,,,0
fi191,Preventive Measures,Collecting Information on Non-Compliant Ships,Compliance with SOLAS Regulations,,,,,,,0
fi192,Reporting and Cooperation,Cooperation Among States,Reporting Unsafe Practices,,,,,,,0
fi193,Response Actions,Compliance with SOLAS Regulations,Reporting Unsafe Practices,,,,,,,0
fj011,Test Specimen Preparation,Submission of Technical Drawings,Preparation of Test Specimens,,,,,,,0
fj012,Testing Procedure,Preparation of Test Specimens,Mounting Specimens on Test Fixture,,,,,,,0
fj013,Test Environment Compliance,Calibration of Measurement Devices,Measurement of Environmental Conditions,,,,,,,0
fj021,Test Specimen Preparation,Preparation of Test Specimens,Submission of Technical Drawings,,,,,,,0
fj022,Testing Procedure,Mounting Specimens on Test Fixture,Preparation of Test Specimens,,,,,,,0
fj023,Test Environment Compliance,Measurement of Environmental Conditions,Calibration of Measurement Devices,,,,,,,0
fj031,Specimen Preparation,Submission of Technical Drawings,Preparation of Test Specimens,,,,,,,0
fj032,Testing Procedure,Preparation of Test Specimens,Mounting Specimens on the Test Fixture,,,,,,,0
fj033,Environmental Compliance,Calibration of Measurement Devices,Measurement of Environmental Conditions,,,,,,,0
fj041,Specimen Preparation,Preparation of Test Specimens,Submission of Technical Drawings,,,,,,,0
fj042,Testing Procedure,Mounting Specimens on the Test Fixture,Preparation of Test Specimens,,,,,,,0
fj043,Environmental Compliance,Calibration of Measurement Devices,Measurement of Environmental Conditions,,,,,,,0
fj051,Test Specimen Preparation,Submission of Technical Drawings,Preparation of Test Specimens,,,,,,,0
fj052,Testing Procedure,Mounting Specimens on the Test Fixture,Preparation of Test Specimens,,,,,,,0
fj053,Environmental Compliance,Measurement of Environmental Conditions,Calibration of Measurement Devices,,,,,,,0
fj061,Specimen Preparation,Pre-Test Acclimation,Preparation of Test Specimens,,,,,,,0
fj062,Testing Procedure,Abrasion Testing Steps,Preparation of Test Specimens,,,,,,,0
fj063,Environmental Compliance,Calibration of Testing Equipment,Measurement of Environmental Conditions,,,,,,,0
fj071,Specimen Preparation,Submission of Technical Drawings,Preparation of Test Specimens,,,,,,,0
fj072,Testing Procedure,Preparation of Test Specimens,Anchoring Test Specimens,,,,,,,0
fj073,Environmental Compliance,Calibration of Measurement Devices,Measurement of Environmental Conditions,,,,,,,0
fj081,Test Specimen Preparation,Submission of Technical Drawings,Preparation of Test Specimens,,,,,,,0
fj082,Testing Procedure,Anchoring Test Specimens,Preparation of Test Specimens,,,,,,,0
fj083,Environmental Compliance,Calibration of Measurement Devices,Measurement of Environmental Conditions,,,,,,,0
fj091,Test Specimen Preparation,Preparation of Test Specimens,Submission of Compliance Documentation,,,,,,,0
fj092,Chemical Resistance Testing,Preparation of Test Specimens,Application of Chemical Reagents,,,,,,,0
fj093,Test Reporting and Compliance,Measurement of Environmental Conditions,Calibration of Testing Equipment,,,,,,,0
fj101,Specimen Preparation,Preparation of Test Specimens,Submission of Technical Drawings,,,,,,,0
fj102,Testing Procedure,Preparation of Test Specimens,Anchoring Specimens to Test Fixture,,,,,,,0
fj103,Measurement of Environmental Conditions,Measurement of Environmental Conditions,Calibration of Testing Devices,,,,,,,0
fj111,Specimen Preparation,Submission of Technical Drawings,Preparation of Test Specimens,,,,,,,0
fj112,Testing Procedure,Preparation of Test Specimens,Installation and Anchoring,,,,,,,0
fj113,Environmental Compliance,Measurement of Environmental Conditions,Calibration of Measurement Devices,,,,,,,0
fj121,Specimen Preparation,Acclimation Period,Preparation of Test Specimens,,,,,,,0
fj122,Testing Process,Preparation of Test Specimens,Suspension in Environmental Chamber,,,,,,,0
fj123,Evaluation and Reporting,Recording Largest Deviations,Measurement of Environmental Conditions,,,,,,,0
fa011,Animal Welfare Claims,Provide Supporting Documentation,Define Animal Welfare Claims,,,,,,,0
fa012,Breed Claims,Define Breed Claims,Provide Supporting Documentation,,,,,,,0
fa013,Diet Claims,Provide Supporting Documentation,Define Diet Claims,,,,,,,0
fa014,Living or Raising Conditions Claims,Provide Supporting Documentation,Define Living Conditions Claims,,,,,,,0
fa015,Negative Antibiotics Use Claims,Provide Supporting Documentation,Define Negative Antibiotics Use Claims,,,,,,,0
fa016,Environment-Related Claims,Provide Supporting Documentation,Define Environment-Related Claims,,,,,,,0
fa021,Livestock and Poultry Residue Prevention Workflow,Confirm Producer History,Purchase Animals Free of Violative Residues,,,,,,,0
fa022,HACCP System Controls for Historic Residue Violations,Establish a Critical Control Point (CCP),Obtain Supporting Documentation,,,,,,,0
fa023,Residue Testing Considerations,Conduct Validation and Ongoing Verification,Identify Residue Testing Methodology,,,,,,,0
fa024,NSIS Sorting Procedures,Perform Residue Screening,Dispose of Animals with Violative Residues,,,,,,,0
fa031,Poultry Sorting and Inspection,Implement Wet Lab Training,Conduct Classroom Training,,,,,,,0
fa032,Disease Condition Evaluation,Identify Disease Conditions,Localized Trimming for Tumors,,,,,,,0
fa033,Meat Quality Control,Sorting Procedures Implementation,Localized Condition Handling,,,,,,,0
fa041,"Donating Meat, Poultry, and Egg Products",Verify Product Condition,Identify Products Eligible for Donation,,,,,,,0
fa042,Receiving Donated Products,Verify Product Condition,Repackage and Label Products,,,,,,,0
fa043,Managing Liability for Donated Products,Understand Liability Protection,Ensure Good Faith Compliance,,,,,,,0
fa051,Retained Water Protocol Development,Describe Washing and Chilling Systems,Define Purpose Statement,,,,,,,0
fa052,Water Retention Process Control,Define Purpose Statement,Maintain Process Control,,,,,,,0
fa053,Labeling Retained Water Products,Create Accurate Retained Water Statements,Distinguish Multi-Ingredient Products,,,,,,,0
fa061,Training Program for Carcass Sorting,Wet Lab Training,Classroom Training,,,,,,,0
fa062,Carcass Disposition and Sorting Procedures,Trim Localized Conditions,Identify Unwholesome Carcasses,,,,,,,0
fa063,Managing Generalized Disease Conditions,Dispose of Generalized Disease Carcasses,Evaluate Generalized Symptoms,,,,,,,0
fa071,Food Defense Planning Workflow,Develop Food Defense Plan,Designate Food Defense Coordinator,,,,,,,0
fa072,Personnel Security Workflow,Establish Credential Systems,Conduct Background Checks,,,,,,,0
fa073,Incident Response Planning Workflow,Conduct Background Checks,Develop Food Defense Plan,,,,,,,0
fa081,Risk Mitigation Workflow,Prevent Adulteration,Controlling Time and Temperature,,,,,,,0
fa082,Employee Hygiene Workflow,Train Employees,Proper Use of Gloves,,,,,,,0
fa083,Food Safety Workflow,Cleaning and Sanitizing,Product Handling,,,,,,,0
fa091,Salmonella Control in Livestock Management,Lairage Practices,Pre-Harvest Controls,,,,,,,0
fa092,Statistical Quality Control in Slaughter Operations,Sampling Protocols,Statistical Process Control,,,,,,,0
fa101,Fermented Products Workflow,Preparation of Meat and Ingredients,Fermentation Process,,,,,,,0
fa102,Salt-Cured Products Workflow,Meat Preparation and Salt Application,Salt-Curing Process,,,,,,,0
fa103,Dried Products Workflow,Preparation and Seasoning,Drying Process,,,,,,,0
fa111,Hazard Control Workflow,Receiving and Inspection,Sanitation SOPs Implementation,,,,,,,0
fa112,Environmental Monitoring Workflow,Swab Testing,Sanitation SOPs Implementation,,,,,,,0
fa113,Process Optimization Workflow,Product Sorting and Sizing,Temperature Monitoring Procedures,,,,,,,0
fa121,Raw Catfish Processing Workflow,Sanitation SOP Implementation,Receiving Farm-Raised Catfish,,,,,,,0
fa122,Packaging Material Handling Workflow,Sanitation SOP Implementation,Receiving and Storing Packaging Materials,,,,,,,0
fa123,Finished Product Shipping Workflow,Foreign Material Control,Load and Inspect Finished Products,,,,,,,0
fa131,Liquid Egg Processing Workflow,Sanitation SOP Implementation,Receiving and Storage of Shell Eggs,,,,,,,0
fa132,Packaging and Shipping Workflow,Sanitation SOP Implementation,Filling and Sealing Bulk Containers,,,,,,,0
fa141,Raw Poultry Processing,Receive Live Poultry,Stun and Bleed,,,,,,,0
fa142,Egg Product Safety Assurance,Wash and Sanitize Eggs,Receive Shell Eggs,,,,,,,0
fa151,Raw Material Handling Workflow,Receiving and Inspecting Materials,Sanitation SOP Implementation,,,,,,,0
fa152,Cooking Workflow,Cooking to Required Lethality,Preparation for Cooking,,,,,,,0
fa153,Packaging Workflow,Sanitation SOP Implementation,Vacuum Packaging,,,,,,,0
fa161,Raw Poultry Processing Workflow,Sanitation SOP Implementation,Receiving and Inspection,,,,,,,0
fa162,Packaging Workflow,Sanitation SOP Implementation,Filling and Sealing,,,,,,,0
fa163,Chilling Workflow,Temperature Monitoring,Rapid Chilling,,,,,,,0
fa171,Pre-Harvest Interventions Workflow,Grow-out House Biosecurity,Feed and Water Additives,,,,,,,0
